"","text","category_id","cateory","ethnic"
"226","大家都这么有雅兴做诗，我也附上几首古人的作品。 大家都这么有雅兴做诗，我也附上几首古人的作品。 咏幽兰 清·康熙婀娜花姿碧叶长，风来难隐谷中香。 不因纫取堪为佩，纵使无人亦自芳。纫取：不因为可以被别人摘取作为佩带装饰而自贵。",3,"culture","Man"
"227","徐文长的诗，猜猜写的是什么？嘴儿尖尖肚儿高，才免饥寒便自夸。 徐文长的诗，猜猜写的是什么？嘴儿尖尖肚儿高，才免饥寒便自夸。量小岂可容大器，二三寸水起波澜。 不过写的好像不光是茶壶哦",3,"culture","Man"
"228","宋应星1666去世，我这么说吧，四川一开始有张献忠屠川，满清 宋应星1666去世，我这么说吧，四川一开始有张献忠屠川，满清屠没屠我不知道，反正1685年满清派去四川达州一个县令，11个人，县衙竟然没人，县令觉得很奇怪，让人进去，结果先进去的6个人全被里面的老虎咬死了，由此可知1666时那种兵荒马乱宋应星藏起来是非常有可能的，毕竟有的地方满清也不敢进，属于蛮荒之地，宋应星了解大自然肯定有一定野外生存本事，我认为除非宋应星在深山老林不剃头有可能，否则一旦见老百姓，老百姓都怕死，肯定检举宋应星不剃头，那宋应星1662就得死了。",3,"culture","Man"
"229","小黑妹惨遭同伙拆台 做了7.2年的护士，突然被同伙拆穿今年刚满18周岁 ，",8,"other","Man"
"230","距離“首義門”對外開放僅剩一天！！！ 太原五一广场，接近完工的首义门，被蓝色围挡包了起来，好像一个大型“盲盒”。， 以前念書就在太原。北宋太原人民抗金保衛戰是有名的。",3,"culture","Man"
"231","今天中秋快乐，祝大家节日快乐。 妒佳月 苏轼狂云妒佳月怒飞千里黑佳月了不嗔曾何污清白，， @并州晋阳府✨  @满洲雄库鲁🍭  @行運秘籍💢  @玄鸟之鸣☞  @胡锡进🐾",8,"other","Man"
"232","专家解读最早的辽河流域居民 专家解读最早的辽河流域居民",3,"culture","Man"
"233","题大明巡按类— 乾坤可敬亦无常，漢道有人胡亦猖.四百年前英烈众，无人之语为谁彰.忠奸善恶尔今看，却演康熙睿智长.永历游击称软弱，崇贞毅守未刚强.明军奋力风舟影，倾覆谁思将士殇.文昭变蛟何事隐，承酬三桂盖光芒.辅明国柱何无见，三桂承筹可劲扬.如虎大威何事隐，承筹三桂盖光芒.宗龙文岳何无见，三桂承筹可劲扬.贺赞虎臣何事隐，承筹三桂盖光芒.黄龙祖寿何无见，大寿承筹可劲扬！满桂廷臣何事隐，承筹三桂盖光芒.殉节之数超千古，反以漢尖著四方.论就中华一路下，砍翻明季落花藏.崇贞往事存英烈，花夏能书一箩筐.每遇漢家黑明辈，若无王法一巴掌.全书四库修前世，首恶舍清谁敢当.清粉黑明相内应，靼青就在尔前方.辫魔一语震天响，不坏满移墨漢章.维护靼青新妙计，漢尖尚可挡三枪.，， .",3,"culture","Man"
"234","有个满清让你们移民有几个人会去 ，，， 谁吹阿富汗啊，都是看美帝笑话呢",8,"other","Man"
"235","谁说清朝没有满族的民族英雄？这话让萨布素。爱新觉罗·岳乐。钮 谁说清朝没有满族的民族英雄？这话让萨布素。爱新觉罗·岳乐。钮祜禄·阿里衮。乌雅氏，兆惠。富察·傅恒。富察·福康安。伍弥特氏，德楞泰。郭络罗·海龄。们情何以堪？ 。",3,"culture","Man"
"236","题并州小塔子败絮民族风— 并州自古化英雄，吕布张辽马邑风.小塔离家追梦里，大年毁业望乡中.穷途无策甘热度，逆境有心做网红.假借反清装漢系，三分演技不由衷.—花夏评：人生有许多坎坷困境，但无论何时切不可被环境塑造，应坚守人之高贵品格，切不可做那造瑶说谎的勾当.送给穷途末路的午夜小塔子， 我们对小塔子现实的遭遇表示怜悯，但是对他被现实打败扭曲了心性而造瑶的辣鸡行为表示深深的唾弃",8,"other","Man"
"237","感谢并州小塔子成为花夏今后练诗的重要素材！ 恢复华风花夏愁，满遗假扮汉唐周.避谈历史疏前恶，转进现实重下流.失业塔子生计困，有德明粉造瑶筹.人艰原不揭伤口，给脸不接往死抽！—其造瑶犯见行为终于获了花夏的青睐，成功增加了他的热度， 这就是个笑话啊",8,"other","Man"
"238","分享：明朝最后一个皇帝永历帝气质非凡 明朝最后一个皇帝永历帝气质非凡  明朝最后一个皇帝永历帝气质非凡来自：tieba.baidu.com/p/7555668524 说着永历帝却配的是土木堡战神的图",3,"culture","Man"
"239","我发表了一篇图片贴，大伙来看看吧~",6,"admin","Man"
"240","明粉就一群犯病的，精神分裂症患者，建议全部抓去住院  现实就一帮傻逼，底层吧",8,"other","Man"
"241","《皇明祖训》：“四方诸夷，皆限山隔海，僻在一隅；得其地不足以 《皇明祖训》：“四方诸夷，皆限山隔海，僻在一隅；得其地不足以供给，得其民不足以使令。”其实清 朝一样遵循，比如对tw原住民，清只管理不到10年就是这样。 有个家伙管理tw和管理tw全境分不清，为了反对而反对。",3,"culture","Man"
"242","天天说首 崇 满mz的不就是蚂蚱么？不用说极 端 蚱蜢，因为 天天说首 崇 满mz的不就是蚂蚱么？不用说极 端 蚱蜢，因为蚂蚱思想各个都是极端分子。 ，",8,"other","Man"
"243","从一到十的祝福 来自广东电视台新闻主持人张弛 美好的祝福",8,"other","Man"
"244","所以吴京本名应该叫兀扎喇京吗？",8,"other","Man"
"245","辛亥精神万古流芳  辛亥首义，光耀千古！",3,"culture","Man"
"246","鳌拜死后他的妻儿怎么样，康熙是怎么对待他们的？不愧是康熙 鳌拜死后他的妻儿怎么样，康熙是怎么对待他们的？不愧是康熙 三、妻儿命运鳌拜被囚禁后，按理当杀，但康熙帝却并没有这样做。",3,"culture","Man"
"247","，大伙来看看吧~  最重要的表现康熙愚民思想的六个字没讲出来，康麻子害怕汉、蒙接触到西方科学技术，告诫自己儿子道：勿韦汉蒙所学。",3,"culture","Man"
"248","为李广爱灭胡这位网友点赞支持！ 这为网友最近非常上道，所发帖子大多揭露清朝历史，基本不刮蹭现实，为旁观者拒绝粉清起到了正向作用，希望他这个状态保持 下去，不要何如讨论什么南方人 北方人 山西人的，都是别有用心的扯淡，就好好认真谈论清朝历史，明朝历史也行，为明朝辩护也是维护明朝形象，增加漢人历史荣誉感，荣誉感才是道德的保障，漢系切不可等闲视之， 继续保持",3,"culture","Man"
"249","分享：明朝历史剧拍成这种形象就是拿来被清粉耻笑的 明朝历史剧拍成这种形象就是拿来被清粉耻笑的  明朝历史剧拍成这种形象就是拿来被清粉耻笑的来自：tieba.baidu.com/p/7555730054 要不要把大明风华中 永乐万国来朝的画面发一波？",3,"culture","Man"
"250","论粉清，黑妹远不如午夜脚踏实地按部就班！ 黑妹成天自拍扯犊子招黑，午夜除螨却暗渡陈仓用清粉的话叫：宣扬某族历史文化 ，，，，，看看最后一张要笑，我了，，，，， 有点心么？还有心思自拍，看看人家午夜都替你们着急 疯狂弥补宣传清朝历史文化",3,"culture","Man"
"251","天天说首 崇 满mz的不就是蝗虫么？不用说极 端 皇，因为他 天天说首 崇 满mz的不就是蝗虫么？不用说极 端 皇，因为他们各个都是极端分子。",7,"policy","Man"
"252","扬州洪水汪  清军屠城的证据",3,"culture","Man"
"253","回复，午夜的问题，你那段话，说的不就是清太宗把后金改国号为清 回复，午夜的问题，你那段话，说的不就是清太宗把后金改国号为清时说的话么？ 直译一下——“十三日（那日），大汗说‘我国*（注一）的名字原本是满洲、发达、乌拉、叶赫、辉发啊。不懂的人才说诸申。所谓诸申，是锡伯的超墨勒根的后裔啊。那与咱们有什么关系。从今往后，任何人（都要）叫我们原本的名字 满洲。再说诸申要问罪。’”",4,"language","Man"
"254","回复午夜 那么多历史学者都管巡游山东叫东巡，人家不比你明白？你知道不知道什么叫孤证不立？就凭一本镇志，就想管去山东祭祀孔子叫南巡？不是可笑么？乾隆实录里都说了，去山东是东巡，你一个《瀛洲镇志》有多大说服力？而且，能找到的文献都是管乾隆去山东叫东巡。南巡只限于下江南。你问得另外一个问题，我只看到2个帖子，你说的是不是这个？",3,"culture","Man"
"255","为什么认为清朝黑暗的家伙，都是大半夜不睡觉，说梦话的家伙？沫 为什么认为清朝黑暗的家伙，都是大半夜不睡觉，说梦话的家伙？沫落枫心丶Iy原来你自己就是西伯利亚后裔哦。 西伯利亚不就是北亚么？",1,"networking","Man"
"256","原来儒学蜗牛的名字叫龟田哦。附带说一下，我国是55个少数民族 原来儒学蜗牛的名字叫龟田哦。附带说一下，我国是55个少数民族，而不是55个自治区。还有，我们大家亲如一家，但是不包括你这啃老族尼特族。 你说明朝有自治权，敢问明朝是兄弟民族的自治权在那里？",3,"culture","Man"
"257","僰人。古氐羌人的一部分。至西汉末已分布至今云南滇池一带。直到 僰人。古氐羌人的一部分。至西汉末已分布至今云南滇池一带。直到明朝万历元年（公元1573年），明王朝派四川总兵刘显、刘挺父子率领十四万官军大举围剿，最终在兴文县九丝城将僰人彻底剿灭，僰人从此销声匿迹。还有，棘族经济文化发展水平较高，其在川、黔与今彝族、仡佬族、白玉族，仲家(布依族)杂居者，多任诸族间的通译。注意，僰人不过是和彝族生活在一起，到不是彝族。",3,"culture","Man"
"258","原来儒学正宗的大名叫龟田啊？打着讨论清朝历史的口号，侮辱满族 原来儒学正宗的大名叫龟田啊？打着讨论清朝历史的口号，侮辱满族同胞的不就是儒学和他的2和马甲么？ ，",3,"culture","Man"
"259","舒乙先生，可不是你能诋毁的。 看看媒体的态度。，",8,"other","Man"
"260","招募有声读物主播，无门槛，声音好听就行。男女皆需，大量书单， 招募有声读物主播，无门槛，声音好听就行。男女皆需，大量书单，一本书大约5000-10000一本书。有意者v我（见楼下）， +v：bz00552",2,"job","Man"
"261","正常人的思维我家是闯关东的山东人。我外公祖籍江苏省太湖东山镇 正常人的思维我家是闯关东的山东人。我外公祖籍江苏省太湖东山镇。我身边满族汉族或者其他民族的朋友都有。也许是工作环境的原因，我们不认为说清朝好的就是满族同胞，我们汉族人同样认为清朝好。支持清朝等于吹？这个我都认为十分可笑，看看我国主流媒体就知道了。而且山西江苏浙江的商会，有不少朋友，人家都说他们那里的商人在清朝才开始真正意义成为人，不在受到制约和压迫。我们士人更是认为，清朝这种不杀功臣的王朝才是应该支持的，所以都客观评价清朝。反之，不会粉明朝，西汉这种忘而负义的王朝。 岳飞后人祭祀祖先",3,"culture","Man"
"262","那个天天自称n个族的，……儒学，那个人不就是你自己么？我翻阅 那个天天自称n个族的，……儒学，那个人不就是你自己么？我翻阅了所有资料，没有一个说清朝丢了外蒙古的，不知道你是从那里看的三无网文？我倒是看到不少说，清朝有效控制（整个）蒙古地区的。11年之前外蒙古一直就是中国的国土，人家也认可清朝。问什么人家后来闹离婚。这个得问问高野文和他的手下都说什么来着。国民政府时外 蒙就丢了。……～恭喜你这句话是你唯一对的一句话。那个时候，清朝已经结束了，这个锅清不背。 有很大自治权，王爷世袭罔替，还有军 队，………这话说的好，按你的说法，明朝所有有藩王和土司的地方是不是明朝有效控制也有争议。",3,"culture","Man"
"263","呵呵，这话是老人家的话，是人民日报发表的。你是在质疑谁？而且 呵呵，这话是老人家的话，是人民日报发表的。你是在质疑谁？而且周的话也可以佐证。关于对清朝的态度，老人家说了，他看明史最生气。同时他还说了那是地主个农民阶级的矛盾，不是满汉的矛盾。 这些也是清粉的正确态度他说24史里他看明史就生气。同时说了：康熙帝的3大贡献。同时他在评价近代人物时说他独佩服曾文正公（曾国藩）。同时他又指出，曾国藩，以及某朝官府的弊病是地主和被佃户的矛盾。而不是族于族之间的矛盾。",3,"culture","Man"
"264","别人躲都躲不急的名称，有人还抢着要？可笑。 从小到大，总有一些话听着好听，可是未必有实际效果。比如，学生和老师，家长说：我一定好好学习，认真听课，回家先写作业，不看电视，不玩电脑手机。恋人：亲爱的，你是我生命中的唯一。古玩商家：在我们这里，顾客就是上帝，我们这里不卖假货，我们是这一片最诚信的。借你钱的人：兄弟，你放心，我一有钱就还你，骗你我下辈子，给你当牛做马。………当然这不最假的，还有更假的话。比如 主体民族",8,"other","Man"
"265","说的尔等自己能扛枪似的。 先不要说别人，看看你们自己。一个个的，从周一到周五，从9点到11.30。再从下午2点到5.30。帖子发的好勤快啊，不见尔等上学上班时有这个精神头。还好意思自称劳动人民？那个劳动者像你们似的？那个单位要这些天天工作时间玩手机，离开手机活不下去的主？自己都把眼镜摘下，看得清500米不？上一次跑800是那一年了？真打起来了，你们自己都不知道什么德行。还好意思说别人？ 周末快乐",6,"admin","Man"
"266","这张图片说明真正辛苦实干的人都清瘦 这张图片说明真正辛苦实干，努力付出的人都清瘦，让人可怜 嗯嗯，与明朝皇帝不一样，明朝皇帝都很胖，因为他们不理政事天天胡闹。",3,"culture","Man"
"267","我玩手机发帖，也不像你们，在工作时间玩手机哦。我都是下班后。 我玩手机发帖，也不像你们，在工作时间玩手机哦。我都是下班后。还有，我那句话说自己是精英了？ 还有，儒学正宗，我不仅说过自己是汉族，不像你一会说自己是海西女真，一会说自己是赫哲族。我还说过我是9500万里的一员。兄弟民族当然要是相信我们了。",3,"culture","Man"
"268","那个天天自称n个族的，……儒学，那个人不就是你自己么？有很大 那个天天自称n个族的，……儒学，那个人不就是你自己么？有很大自治权，王爷世袭罔替，还有军 队，………这话说的好，按你的说法，明朝所有有藩王和土司的地方是不是明朝有效控制也有争议。11年之前外蒙古一直就是中国的国土，人家也认可清朝。问什么人家后来闹离婚。这个得问问高野文和他的手下都说什么来着。国民政府时外 蒙就丢了。……～恭喜你这句话是你唯一对的一句话。那个时候，清朝已经结束了，这个锅清不背。",3,"culture","Man"
"269","我是满族人，我自豪 全国人民都幸福，其他民族贡献一样大 如果是路过，希望离开，这破吧gou太多。切勿陷进去，告辞",1,"networking","Man"
"270","秋后的蝗虫们 果然团灭了  这吧里日本人真多",6,"admin","Man"
"271","此生无悔入华夏！勿忘国耻，振兴中华！ 此生无悔入华夏！勿忘国耻，振兴中华！",3,"culture","Man"
"272","还拿周的话佐证，恰恰是根据周的话编造的。按照你喜欢的那个清的 还拿周的话佐证，恰恰是根据周的话编造的。按照你喜欢的那个清的法规，诛灭你三族算轻的。",3,"culture","Man"
"273","实事求是的评价下明朝和清朝 不谈民族，只谈朝代。比国土面积，比皇帝勤奋，比人民数量，比国家财富。清朝和明朝比一个天上一个地下。不信可以去看看历史书。 支持一下沈阳的小伙伴",3,"culture","Man"
"274","什么成化犁庭",8,"other","Man"
"275","正统14年，公元1449年倪谦奉命出使朝鲜，却沿途记下了这样一 个风土人情 🐗们都还没进化完全，正常",3,"culture","Man"
"276","清 吹 一 边 歌 颂 首 崇 满 洲，一边说要反 极 端 清 吹 一 边 歌 颂 首 崇 满 洲，一边说要反 极 端 皇 汉，他们要反什么，大家已经非常清楚。",3,"culture","Man"
"277","某个虫子舔彝族这么久，不知道他说的僰人在彝族里，说什么被明朝 某个虫子舔彝族这么久，不知道他说的僰人在彝族里，说什么被明朝灭了。",3,"culture","Man"
"278","很多汉八旗旗人也是汉族 现在身份证变成满族了？其实还是汉族吧 很多汉八旗旗人也是汉族 现在身份证变成满族了？其实还是汉族吧 汉军旗在满族中的比例还是很大的",3,"culture","Man"
"279","他说他不叫龟 田，但我一说龟 田，他怎么就觉得说的他？ 他说他不叫龟 田，但我一说龟 田，他怎么就觉得说的他？ 那他不是承认自己叫龟 田了。",8,"other","Man"
"280","网站头条推荐晋城陈廷敬：清贫耐得始求 8月18日，网站在头条位置推荐题为“‘中国传统中的家规’之八山西晋城陈廷敬:清贫耐得始求官”的专题，以图文并茂的形式，详细展现了山西省晋城市阳城县皇城村的陈廷敬及陈氏家族的家规。　　近日，网站和客户端推出专题“中国传统中的家规”，旨在汲取精华、去除糟粕，延续和弘扬中华民族的“家国”文化，吐故纳新、与时俱进，涵养新时代的良好家风，“山西晋城陈廷敬”是系列推荐中的一篇。　　“以铜为镜，可以正衣冠，以史为镜，可以知兴替。”陈廷敬作为清朝一代名臣，素以清廉正直闻名。而他之所以能够成为清官名吏，与陈氏家族的家风教育有着密不可分的关系。　　陈氏家训实际上就是三首诗，三首词。看似简单，但包含的做人做事的道理却十分深刻。涉及到了读书、做人、交友、持家、做官等方方面面，涵盖了“勤、俭、学、善、廉”等修身齐家治国平天下的朴素道理。五字箴言中，一再得以体现的是一个“廉”字。　　一代一代耕读传家，一代一代耳濡目染，“廉”之一字，成为陈家后人做人为官者必须遵守的戒律。陈氏家族在历史上有过九位进士，其中有六位翰林，是典型的翰林门第、宰相家风，成为中国清代北方文化大家族。 大家猜猜是那个网站？",3,"culture","Man"
"281","清王朝当然合法，这是常识。 中华人民共和国中央人民政府什么时候承认过清朝的合法性？看楼下。字典的朝代表 妒佳月 苏轼狂云妒佳月怒飞千里黑佳月了不嗔曾何污清白",3,"culture","Man"
"282","明粉不服， 汉奸儒家出的多，这是事实，鸦片贩卖家賊都是那个地域方言，都查查，，卖劳工的都是那个地域都方言，，，这个家底都要看清楚，，艾滋病地域那个数字都去看看，，，，你感觉你近代故事里智商多高，实在遗憾，，，，，，记住一句话，，做轿的心态一直都在，，历史经验，文化开进历史自信，危险，，，，因为你挨揍过，，，，，，不管你是谁，。，记住，，你逃荒生存之路，，东北是生门，，，不管你是谁，历史没有海拔高度的存水意识，，，没有湿气造雨的格局，，，，没有真正明白，，地域之间水气循环的，互补故事，，，，，一直在破坏自然环境里让你持久发展的命门，，，，，你们那个南山的大坟造不出湿气，，，，，造一堆高楼大厦，，，，空调机，，，，，靠地下水资源来玩未来，，，，，你命休以，，，，，不服是吧，，，，，自然湿气循环，，是国运，，，，，，，一群秀才不过是一堆骨灰，，，，，，，，不服是吧，，，，，纸钱慢慢烧吧，，，，，，，汉文化的台词，道士下山，香火卖的好，，，，纸钱慢慢烧，，，，二氧化碳使劲造，，，",3,"culture","Man"
"283","当了几天临时工，就被炒了，的啃老族。………不就是儒学蜗牛么， 当了几天临时工，就被炒了，的啃老族。………不就是儒学蜗牛么，原来儒学蜗牛的名字叫龟田哦， 要不然儒学蜗牛怎么连自己的地址和工作单位都说不出来",1,"networking","Man"
"284","从佟国维的佟佳家族和完颜家族的繁荣昌盛，反驳所谓金代女真被屠 从佟国维的佟佳家族和完颜家族的繁荣昌盛，反驳所谓金代女真被屠杀一说。还有没有什么金女真清女真，不论完颜还是爱新觉罗都是女真的2个家族。 还有，我们单位倒休，21日，中秋那天因为某些原因，要全员上班。所以有的人比如“旅人““午夜”不要没事找事。",3,"culture","Man"
"285","为什么总是有人说他自己是西伯利亚族类？沫落枫心丶Iy原来你自 为什么总是有人说他自己是西伯利亚族类？沫落枫心丶Iy原来你自己就是人人喊打的西伯利亚族类哦？ 西伯利亚族类我没有找到是什么。我倒是看到一个类似的名词，叫蒙古人种北亚类型。我们来看看谁是北亚类型蒙古人种",3,"culture","Man"
"286","那个虫子是你蜗牛吧，原来蜗牛大名叫龟田哦。你自称自己是海西女 那个虫子是你蜗牛吧，原来蜗牛大名叫龟田哦。你自称自己是海西女真或者赫哲族，亮一下你自己的身份证哦？说说自己的住址和工作单位哦。我上班时间上网，没什么闲不闲的，不过有的人，上班时间玩手机，就说不过去了吧？ 北戴河不少基地和中心改革，直接归上面直属，普通业务人员都是副处起步。副厅等于一般群众。而且，今天，因为疫情防控，没有会议组。下班就可以回家。怎么样，让你们失望了吧，又少了一个攻击我的理由了？",3,"culture","Man"
"287","龟 田，我们各民 族相处很融洽，你想让各民 族各过各的美梦不 龟 田，我们各民 族相处很融洽，你想让各民 族各过各的美梦不会实现，无论你发多少帖子。",7,"policy","Man"
"288","这种发型是不是商朝就有了 而且商朝第一位皇帝也是这种发型 还有说商朝皇帝的祖先和女真人记载的祖先神话极度相似是吗 长命辫 中原汉族传统",3,"culture","Man"
"289","认爹？ 明明是蒙古人种北亚类型，不敢承认，反而认东夷文化的五方五老中的一个神仙是自己祖宗。还有，人家拜祭大方师徐福，没什么不对，因为早期的方士多数就是东夷人。不过某个小亭长为了把鳞虫之长当爸爸，是几个意思。满族就是女真，这个你诋毁不了，看看楼下 红山文化是距今五六千年前活动于今内蒙古、辽宁、河北地区的部落集团创造的农业文化，延续了１７００年。目前已发现上千处红山文化遗址，发现超过３０件红山文化人塑像。内蒙古文物考古研究所研究员索秀芬说，牛河梁遗址女神庙出土头部泥塑像等多个红山文化人塑像都具有共同面部特征，即方圆形扁脸、额部平缓、眉弓不显、眼窝浅、鼻梁低平而短、颧骨突起、唇薄而长，整个面部较平，起伏不大，具有蒙古人种面部特征。人群亲缘关系最近，为内蒙蒙古人、达斡尔、外蒙古人、相对更近一些。著名红山文化遗址——牛河梁遗址红山文化居民颅骨的体质特征为较高的颅形、狭额、宽阔扁平的额面部等，属于亚洲蒙古人种。其在颅面形态上与现代亚洲蒙古人种北亚类型最为相似，其次为东亚类型。",3,"culture","Man"
"290","其实想反驳商族不是东夷，很容易。那就是拿出资料证明他来自东夷 其实想反驳商族不是东夷，很容易。那就是拿出资料证明他来自东夷族群之外的其他地方或者族群。现在关于商族起源有这么几种说法，东方说，东北说，和西方说，中原说，以及山西南部起源说。常言道，水有源，木有本。商族不可能是天上掉下来，那么他就必然有迁移路线，否定商族来源东方说没问题，那么就必须拿出他是那里起源的。多简单的事，你们搞得那么复杂。 我说午夜，你说了那个商非东夷，还能拿出其他资料不，一个上世纪85年的东西，和我同岁那时考古发掘能和现在比？林祥庚，不好意思，没找到他的简历，不过我会发一些历史考古界权威学者的文章，证明商来自东夷，其实这不奇怪，因为现在，所有大家都支持东夷说去了。还有，你引用的文章，最后都没说出商族起源于那里。",3,"culture","Man"
"291","听说有人总在这里说东夷 东夷文化从距今8300年前的后李文化起，历经北辛文化(距今约7300年)、大汶口文化(距今约6500年)、龙山文化(距今约4500年)、岳石文化(距今约3900年)，都是东夷人所创造出来的不同阶段的文化。东夷文化据《竹书纪年》和《后汉书》东夷传记载，夷有九种。在古代，九不是实指正正好好九个，而是""数量很多""的意思。也就是说，东夷族群不是一个民族或者部族，而是由大大小小很多个部族或者部落联盟组成的族群。 东夷文化在漫长的史前阶段，东夷人靠他们聪颖智慧的心灵和勤劳灵巧的双手，制造出了实用、精美的石器、骨器、玉器等生产工具和生活用品;烧造出了薄如纸、黑如漆、音如镜的蛋壳陶;编织出了布纹细、密度高的纺织品;发明了冶铜术、原始历法和最古老的文字--昌乐骨刻文字;在原始农业的基础上，兴起了家禽饲养业和酿酒业。早在龙山文化时期，东夷人就已经进入阶级社会，并出现了国家，标志着文明社会的开始。",3,"culture","Man"
"292","八大埠的还真不是九门以内的， 八大埠的还真不是九门以内的，不要造谣。除了一些三无网文外，没有一个正规记载有这说法。 八大胡同的分为“南方班”与“北方班”两种。南方班主要是江南的人，而北方班就更早了，从有这地方就开始了。",3,"culture","Man"
"293","小知识，东北虎，又叫满洲虎，西伯利亚虎，其实在清朝中期东北虎 小知识，东北虎，又叫满洲虎，西伯利亚虎，其实在清朝中期东北虎的大部分种群还是在我国东北地区，而真正开始出现种群减少是在“闯关东后”，人们为了谋生，开始猎取东北当地的野生动物。这些虎制品被当地药材店抢购，而虎皮进入到宁古塔、吉林、齐齐哈尔等地的皮货市场，其中大量会流入到北京及天津等大城市。 在此之后，中国境内的人为因素上升成为的东北虎的主要生存威胁。包括大面积采伐大小兴安岭的林木，人口迁移和猎杀虎及其猎物。苏联政府禁止杀虎十二年之后，1959年2月，东北虎也被中国林业部列入首批“稀有珍贵鸟兽”名录，但是此时中国成年东北虎的数量已经不足200只，并且每年仍有十到二十只东北虎被猎捕。同时东北地区的人口密度在建国后超过了26人/平方公里，由于人类的竞争，即便此时人们不再捕虎，它们也会倾向于“远走他乡”。",3,"culture","Man"
"294","很有喜感的一件事，有人说别人时，自己也这么做。 很有喜感的一件事，有人说别人时，自己也这么做。 我不否认自己发的帖子多，不过我可没有说过别人这个问题，你发帖多是你自己的本事。不像某些人，只看见别人，看不见自己。",8,"other","Man"
"295","某机构推荐的清朝官员 某机构推荐的清朝官员",3,"culture","Man"
"296","说清 太 祖是皇 太 极 的，都没有幼 儿 园水 平，还说别 说清 太 祖是皇 太 极 的，都没有幼 儿 园水 平，还说别人历 史 水 平呢。",8,"other","Man"
"297","一个说清 太 祖 是 皇 太 极 的，幼儿园水平都没，还给别 一个说清 太 祖 是 皇 太 极 的，幼儿园水平都没，还给别人讲历史呢。我听你扯淡。",8,"other","Man"
"298","当了几天临时工，就被炒了，的啃老族。………不就是儒学蜗牛么， 当了几天临时工，就被炒了，的啃老族。………不就是儒学蜗牛么，不然说出自己的地址和到位？原来儒学蜗牛的名字叫龟田哦， ，",8,"other","Man"
"299","那个搞不清自己到底是赫哲族还是海西女真的家伙，外蒙古和中亚草 那个搞不清自己到底是赫哲族还是海西女真的家伙，外蒙古和中亚草原，还有外兴安岭真正被卖掉的时间是11年之后，那个时候，清朝已经结束了，等于清朝时还有赎当的机会，让活当成了死当这个锅清不背。",3,"culture","Man"
"300","那个天天自称厅级干部加自称n个族的，我们以清帝退位时间点算的 那个天天自称厅级干部加自称n个族的，我们以清帝退位时间点算的，外 蒙就是清 时丢 的，北洋政府时收回，国民政府时又丢的。清 时 外 蒙有很大自治权，王爷世袭罔替，还有军 队，是不是有效控制也有争议。 人家田处又出新暴论了，原来游击战是跟青的皇帝学的",7,"policy","Man"
"301","戴银耳柱的苗族女人 戴银耳柱的苗族女人 这种大耳环以前是标配，耳垂有一个大洞，现在没人带了",3,"culture","Miao"
"302","荒凉的大西北，感觉还是我们苗疆好  再荒凉人家也是占一大片地方，沙漠也能出绿洲。苗疆有什么好？被挤的都快没了",3,"culture","Miao"
"303","苗族人都这么好看吗，有没有苗族普通人照片？ 苗族人都这么好看吗，有没有苗族普通人照片？ 什么人不都是一样 ？？？？肯定有好有坏",1,"networking","Miao"
"304","苗族姓氏和名字 外人了解苗族的渠道多来源于网络游戏和武侠小说，里面的苗族角色名字漏洞百出，基本上不符合苗族的取名规则。那么，苗族的名字是什么样子的呢？或者说如果有作者在写苗疆类型的小说的时候如何给自己的角色取名呢？“姓名”包含“姓”和“名”两部分组成，而且苗族的姓名取名规则和顺序与汉族有较大差别。主要特点如下 苗族的取名规则苗族的名字分为本名和全名之分，基本上类似于汉族的一般称呼和正式称呼。比如说一个人叫做王小明，那么关系比较好的人直接叫做小明，正式场合才叫王小明，如果对上级和长辈那只能称之为“王总”或者说“王爷爷”之类。苗族的本名是一般称呼，正式场合就是自己的全名，敬称或者尊称则是本名加职务。例如清代湘军将领席宝田督办贵州军务，当地苗族称呼为“嘎拉席”，意为“席大人”之意。",4,"language","Miao"
"305","请问一下各位苗族衣服帽子下面这个“字是什么意思？” 请问一下各位苗族衣服帽子下面这个“字是什么意思？”， 蹲个大佬回复",4,"language","Miao"
