content
"教你如何识别苗族谎言（一）为什么说土家族是汉族,教你识别苗族谎言（二）潘光旦教授到底说了什么？ 苗族吧的经典谎言之一土家族一开始是被当作汉族的。你们那个田心桃一开始是苗族。她外婆都是苗族。-------------真相1--------------清朝灭亡后，中国只承认汉、满、蒙、回、藏。也就是常说的五族共和。这是写在历史书上的。还是学生的可以自己问老师。现在的民族分类是1949年中华人民共和国成立后才开始。真相就简单了。苗族也好，土家族也好，壮族也好，以前都是被当作汉族。所以我们可以发现苗族的居心很险恶，只谈说土家族以前被识别为汉族，怎么就不谈自己以前也是汉族。呵呵。--------------真相2--------------田心桃为什么一开始被识别为苗族。民族识别是大工程，有先来后到，全国56个民族直到1987年才基本识别完毕。难道要说1987才识别出来的民族就是假的吗？你们一个民间组织（苗学会）何时具有官方的权威力了？苗族仅仅被先识别了而已，统计时还错误的把土家族统计为苗族。所以才有了后来田心桃上北京要求区别开来。识别时间是1956年，仅仅比苗族晚了一点而已。土家族说的毕兹语是属于藏缅语（*这是民族识别时最重要的依据），语法具有典型的黏着语特征（和日语语法差不多）。明显区别于苗族的苗语。苗语是苗瑶语，语法类似于汉语。进行识别工作的都是汉族，弄错了不要紧。但是一些有政治目的的苗族就开始大作文章了。至于田心桃外婆一直保持苗族身份也被苗族吧的深水客作为某种证据。其实，他们傻了，这恰好说明了，真的土家族不说谎。外婆是苗族就是苗族勿需改。苗族、土家族、汉族一直交错混居。家里同时有几个民族奇怪吗？苗族家里也有其他族啊。到深水客嘴里就避而不谈了。说的好像苗族不和外族通婚一样。----------------------------奉劝苗族吧的苗族一句话人在做，天在看。你们苗族自己有特殊政治要求不要老是扯我们土家族进去。我们没有兴趣。你们自己玩火就够了。 到时候联手换回百年平安"
生活在广州的土家族人 请问有在广州生活的土家族吗？ 在广州读书
#乖幺妹土家织锦# 时间，让友情升温岁月，让情谊发酵 NA
老宋在里耶 老宋在里耶 NA
93年在宣汉拍摄的纪录片《深山船家》。里面有那里人们的习俗，服 视频地址：上集：http://jishi.cntv.cn/C36443/classpage/video/20120323/123552.shtml下集：http://jishi.cntv.cn/C36443/classpage/video/20120323/125057.shtml 那时罗家坝巴人遗址还没发现，那时当地经济落后，那时当地还没展开民族成分的调查，以为自己是汉族，所以纪录片没有注意民族的问题
消失的庸国 昭君和屈原的的故国。酉（庸）人建酉（庸）国始于何时？我以为就在巴人主体由乌江挥师而下移都枳城前后，留在原处的一支即郁山的“郁人”，或先在郁山建立了郁（酉）国，或是随着郁山——酉阳——酉水流域的盐业贸易的不断扩大，而在酉水河流域一带建立了酉国（又叫庸国），因“郁”与“酉、庸”同音。起初的范围或包括今黔江南部，酉阳、秀山全部，湘西大部及铜仁沿乌江的一部分。发展、扩张到江汉时，为其最强盛时期，其都城也迁至湖北竹山。酉（庸）人实是继伏羲氏之后而崛起的神农氏族的主体，率先种植水稻从而进入原始农业社会，是酒的发明者，也是世界上最先驯养鸡、猪和狗的部落，创造了著名的湖南彭头山文化、高庙文化、道县玉蟾岩文化等。据考证，古庸国最强盛时的版图延及今陕西汉中，湖南大庸，河南新乡，四川奉节、巫山和巫溪，湖北房县、竹山和竹溪，其发达和强盛程度远超当时的楚国、秦国、巴国，是汉水及长江中下游一带的部落首领。据著名学者张良皋先生考证，庸人所在的庸国乃“巴师八国”之首，能号令“群蛮、百濮”，是当时仅次于商周的大国，“附庸风雅”一词即来于此。张老认为庸国为中华文明之源（也说明庸人不庸也），确实见解卓然，非一般人所及，然庸国之文化、文明实始于渝东南也。清《酉阳直隶州总志》：“隋开皇五年，置石城县，兼置庸州。”何以在黔江置庸州？《州志》云“未详何据”，清《黔江县志》引《隋书地理志》注：“清江郡，后周置亭州，黔江西近后周黔州，东北届后周州亭，似于其间特建庸州，故向有置庸州之说。”等于没解释。新《黔江县志》则只录“置庸州”，对其来历则未作解释。通过我上面的分析，黔江何以“置庸州”，则豁然开朗也。 顶
以下是我转的在四川贴吧里的许多巴人的历史 从2楼开始 后世出土的广汉三星堆青铜遗迹震惊世界，那种完全不同于以往中国发现的任何文化遗存种类的青铜器，被世人惊为天工之作，产生了“幼发拉底河与底格里斯河二河流域西来文明”的说法，还有当地自恋的媒体将之归结为“外星文明说”，因为三星堆显现的那种高度文明不可能孤立存在，一定有个文明传承的来源。专家们却忽视了要早于楚文明上千年的巴文明对蜀地的影响、以及巴人治蜀数百年所带来的巴蜀文明的融合。巴蜀并非同一种族，但开蜀的是巴人蚕丛族，而后来自云南昭通地区的杜宇族建立的旧蜀只历三世，而后代杜宇治蜀的的巴人开明朝新蜀传承了12代360多年，巴人治蜀总时长超过500年，巴蜀早成一家。三星堆出土的青铜器所表现出的那种奇丽想象与夸张变形的铸造手法，在我看来，带着鲜明的巴人烙印。考古学家也认为是巴人蚕丛族和鱼凫族创造了三星堆文明。
土家族的原姓姓什么？ 就是没和汉族接触之前，没有使用汉姓之前。 http://tieba.baidu.com/p/306626555?share=9105&fr=share
土家族同胞们，鄙人是汉族，新人报道，前来拜吧。 NA 想向土家族同胞传播汉族文化。
求助 我是一个被汉化的土家小伙，求问哪位土家的小伙伴会土家语啊，就是新年快乐 longr afsiv livsir新年快乐
第一，我没有骂人；第二，我没有 第一，我没有骂人；第二，我没有贪吃；但是为什么我的嘴巴却烂了，表示不解！[撇嘴][撇嘴][撇嘴] 长冻包了
如果汉族自称炎黄的后代 那么土家族完全有资格自称巴人的后代。虽然实际上是庸巴楚三位一体，但庸国灭亡太早，楚国东迁后就跟土家族没关系了。巴国王室廪君种明清仍有大量遗留。板盾分为武陵原生的和川东北的巴子五兄弟入黔中。 一片缠绵摆手歌，至今仍能言巴语。
湖南湘西土家族的走一个 湖南湘西土家族的走一个 长得好像我女朋友
土家族吧的 可以到 酉阳土家族苗族自治县的 酉阳吧来交流 酉阳 吧 http://post.baidu.com/f?kw=%D3%CF%D1%F4 这个可以挖
土家族的男女老少们，都来说说自己是什么地方的。 我们能聚在一起吗？取决于你们！ 酉阳。
土家幺妹 NA 衣服雅丽，人也婀娜。哪里有售?
第一首土家语歌曲MTV，千万别错过 http://v.youku.com/v_show/id_XMTc2MjU4ODgw.html 严重支持，土家自己的歌曲，可惜好多听不懂了，
有山妹子做我女人吗 有山妹子做我女人吗 NA
有一种孤独叫别人觉得你孤独。 NA 多交朋友，合群
看看有木有黔江的 看看有木有黔江的 有的
在“乖幺妹”家的初夜 #乖幺妹土家织锦# 看到标题我就兴奋滴进来了，结果是标题党。
56个民族交流qq群建立了，欢迎所有民族加入 拒绝皇汉 不怕乱成一锅粥
那位大神有土家族娶亲时的说辞啊 本人很喜欢土家文化。想学学娶亲时长官先生到堂屋娶亲的说辞     哪位大神有     谢了 请看龙山县结婚视频，多的不得了
土家语歌曲视频，音频集织锦 NA NA
蒿子粑粑好吃！ 我小时候在烈士公园的民族文化村，土家族的屋子，吃了一次蒿子粑粑，很好吃。可惜现在没有了 那东西不好吃，只有吃社饭的时候还可能会吃点蒿子．可我不喜欢，我喜欢吃水荞�
请教几个关于土家语的问题 主要是关于语音的问题。 1. 土家语现在还分/n/和/l/吗？2. 土家语是不是区分/na/和/nã/，我看几本书都有体现出区别，但是我的母语没有这种区别，所以很好奇。3. 土家语有/ɣ/吗？为什么《土家语汉语词典》没有这个声母？4. 土家语的格助词用得多不多？比如主语后面会不会总是带个助词，宾语后面会不会总是带个助词。我看书里好像两种情况都有，似乎是不带的情况比较多？
会土家方言的进！！！！求翻译！！ 一个美丽的地方欢迎你翻译成土家话！！最好翻成汉语也比较优美 惹勒惹 列 裸优 拉补。美`れ美`の俄囿一ぶ。re le re nie loyou labu美美的土寨 一个俄活。おほ。o ho。
以下土家农村常见的东西，你报的出名字吗？ 如题： 1
各位吧友，谁知哪里产赤小豆（长粒红小豆），请指教 NA 蛮豆？
秋娘怪属于是土家族语言吗？ 最近在写论文，桑植话里说一个人很秋，秋娘怪，一开始以为是汉语方言，但是在各种方言词典里并没有查到，所以想问一下会不会是土家族的语言 怎么就一定只桑植话才这样说呢？我这离桑植那么远也一样啊。
我是汉族人 我不是土家族，自从看了《宜昌保卫战》就特别喜欢土家族人了   说不出来的感觉。 我是土家族
征求土家族故事 有没有人知道土家族有什么故事呢？？最好是真实的呢。 赶苗入黔
拦门——土家族婚嫁习俗（保靖比耳镇亚鱼村） http://tieba.baidu.com/p/4857284774 NA
发现石柱之美--风情土家 清爽黄水 NA 七岁那年， 我抓住了一只蝉， 却以为抓住了整个夏天~~ 十七岁那年吻了她的脸， 我以为能和她永远~~ 二十七岁再相见， 我以为能再续前缘， 她却告诉我800元一晚！
“乖幺妹”土家织锦桑植开班了 NA NA
我们今天就被歧视了，人来一句土 我们今天就被歧视了，人来一句土家族的不要！！！没有原因 额 不会吧 一个融合这个高的民族
【急】求大神告诉我这个图案是什么意思！？？？？ NA 不知道
我最佩服的人之一秦良玉 你们不百度有几个知道的？ 白杆兵嘛，太子太保，好像是柱国将军？反正是历史上唯一被政府合法册封的一个女将军，可惜生活在明末，英雄迟暮
艹阿，资料文档纯英文，没法子学 不知道咋整 没办法，英语是国际学术交流的首选语言，毕竟英语国家的学术实力在那里。俄语为什么也是国际数学学术交流语言？那是一大帮俄罗斯顶级数学家争来的。
这是在镇远看到的刻有土家族字样的石柱，与大家共勉 NA 因为镇远有唯一的一个民族乡  尚寨土家族乡  尚寨土家族唢呐节蛮不错的
武陵土家人(WXGZH) 武陵土家人(微公)，学土家语 NA
请问大家知道土家族的特色女鞋在哪可以买到吗 NA NA
大家对民族文化流失没有什么感触吗？ 如题 吧里有很多对于文化流失的担忧及激励大家的帖子，喜欢的话可以看看。。。只能说，民族意识觉醒的人多半都是很关心的
天涯犹在，不诉薄凉。 NA NA
了解土家族，可以从土家族民歌开 了解土家族，可以从土家族民歌开始 本人生话在花垣县河边，周边生生活着汉族，土家族，苗族。亲戚中各族人都有。
土家族有哪些姓氏，求解 我姓刘，恩施鹤峰的 有复姓吗？？？
新人报道-沿河土家族人 新人报道-沿河土家族人 我会说官舟的路过？
做为湖北宜昌长阳的土家人！我很 做为湖北宜昌长阳的土家人！我很自豪！ 长阳哪滴滴
江口云舍村 NA 美
"看看你是小康、中富，还是大富，看相算命就在本人的头像内,梦见别 能量的和谐、冲突、静止，形成了风水概念中的“生气、煞气”。而同样的道理，心理或者心灵风水，也有生气、煞气。心灵风水解释了一些不可理解的奇怪现象，很多情况下，一个陌生人都没有开口，我们就会产生莫名其妙的好感或者厌恶感。科学证明，任何生灵都会放射电磁波，这个磁场形成了人体的光环。每个人都有一个敏感的心灵罗盘，能够辨别他人的心灵风水，并由此做出决定--喜欢他，还是排斥他。这就是我们所说的“人气”，而人气又形成了人脉，它是运气的重要组成部分。                      心灵生气，当人与自己的真实性格相符和，内心与外在的表象相一致，没有扭曲、焦虑，内心充满了慈祥、仁爱、乐观、宽松，就产生了和谐的心灵风水。在现实生活中，他们让人们感受到美好、和谐、愉悦，因而人们愿意去接近他们，也愿意为他们提供更多的帮助和机会，“幸运”也就如此降生了。这就是美好的心灵生气。                      心灵煞气，当人不能够认识自己，试图去做自己不是的人，他们对自己和他人都不真诚。内心，正是内心的焦虑、不安、狡诈、诡端、狭隘、甚者狠毒、仇恨和愤怒，让人感到紧张、痛苦、不可信任、恐怖，哪里有人喜欢这种感觉？因而，幸运不愿意与之同行，凶险和厄运也就随之而来。这就形成了心灵煞气。 NA"
"土家兄弟们 初到贵吧 蓦然的发现很多挑拨离间的帖子 我可能代表不了别人 但我只想说土家和汉人永远是兄弟 抗击倭寇 北拒女真 土家先人流的血不会被淡忘  更别说抗日战争中牺牲的土家先烈 。岂曰无衣,与子同袍。 挑拨离间的网特小人确实很多，大家都会提高警惕的，从大家的反应回帖来看那些阴毛都没有得逞。秦少保英魂尤在，土家人和汉家子弟本来就是同胞兄弟。"
我是湖南石门滴，你是嘎达滴？ NA 快速占领二楼
有能挺懂的吗 视频来自：百度贴吧 是土家语吗
正宗纯手工西瓜汁 视频来自：百度贴吧 NA
唐崖土司印官田氏 田氏（?—1630年），女，今湖北省恩施州咸丰县龙潭司乡人。系明末龙潭土司安抚使之女，唐崖土司安抚使覃鼎之妻。　　明万历年间，唐崖、龙潭两土司因边界争端，经常彼此攻战，结下了家族恩怨。后来，两土司停止争战，坐下言和。龙潭安抚使将女儿许配给唐崖宣抚使覃鼎为妻。田氏名门闺秀，天生丽质，深明大义。她以大局为重，不计家仇族恨，毅然应允许亲。田覃和亲后，两司化干戈为玉帛，互不侵犯，和睦相处。自此两土司土民安居乐业。 田氏聪慧伶俐，精明能干，她到唐崖司后任印官之职，执掌司务内事，覃奉调出征期间，峒事悉赖田氏主持，负责安定后方，保证战区粮、械等物资供给，内则地方安谧，外则转输无乏，为覃鼎屡建战功给予有力的支撑。　　田氏和覃鼎，文韬武略，琴瑟和谐。为同偕百年，二人在司城后玄武山上，亲手种植杉树二株，意为夫妻同偕百年，故后人誉之为“夫妻杉”。夫妻杉经历了三百余年的风霜雪雨，至今仍枝繁叶茂，如两柄撑天巨伞。两杉均高约四十米，雄姿挺立，成为唐崖景观。
【精品整理】宜昌土家仔及其他吧友的民族传承精品贴 作者不详忧伤的母语之——宣誓我宣誓 我将做母语最忠实的传播者 不论遇见任何阻碍 我宣誓 我将为母语流下最后一滴血 不论命运有多艰险 我宣誓 我将踏上祖先的回归之路 无论是天堂或是地狱 在半夜里惊醒 我们绝对不会莫名其妙 因为这三个忧郁而狂野的男人 刺一样触动了沉睡已久的心弦 没有谁 能离开母亲的怀抱 没有谁 能割断民族的衣胞 你们酒后的眼泪 我能读懂 你们梦里喃喃自语 我能听懂 在有根的日子里 放飞自己自由翱翔 终有一天，母亲能唤回自己 在有母语的日子里 打开自由思维的天堂 无拘无束，才能成其男儿本色 醉了 我们用母语诅咒 累了 我们用母语呢喃 笑了 我们用母语歌唱 千百年来的《梯玛神歌》 为自己预定了回归的方向 千百年来的“岸财漠涅喀朵” 铸就自己一成不变的向往 孩子 让那些历历在目的沧桑 让那些深山老林依旧流传的民谣 以祖先的名义告诉你 魂在 人就在 母语在 那片天堂就永永远远在 处在汉语的包围中 但是我半夜说梦话是声音 用的是土家语 我想我是一个土家人 哪怕我已离开家乡多年 但我受惊时 叫的是我的母语 因为我是一个土家人 耳际是不休的汉语、英语流行歌 但是如果让我不经意在电视里看到 一声土家语 一句土家唱 一套土家服 我会激动地掉下泪来 我想，我真的是一个土家人 只要白虎还在奔驰， 只要土家人的魂在， 只要我们的母语还在延续， 我相信， 在深远厚重的土家族文化土壤中， 孕育千年的土家族文化还会一直绽开， 还会有更多的希望和梦想。 感谢母语， 给了我们自由的思维空间， 也让我们有了更多的生活内涵。 各位 幼稚吗 我***就幼稚这一回 因为我相信有灵魂之说 人一旦离了魂 就剩一具腐朽的皮囊 别在我面前说漂亮的语言 我只相信坚持 我已经醉了 说错的话 各位见谅 （参考彝人网，略有改动。本人感慨万千故转） 顶
这个吧好冷清啊 这个吧好冷清啊 NA
什么地方有土家族语教材卖呀，求 什么地方有土家族语教材卖呀，求介绍 我也想知道啊！
铜仁思南发现清代土家族刺绣 思南收藏爱好者旷宗义先生找到记者，展示了他日前收藏的一张罕见的清代民间土家族刺绣——迎亲图花帕，在这张小小的花帕上除了绣着49个迎亲的人外，还绣了马匹和家具等图案。 　　这张迎亲图花帕用的是白色布料为底，已有些泛黄和破损，上面的图案主要用蓝色和粉红色丝(棉)线绣成，反映的是思南土家族民间结婚迎亲的场景，图案有新娘坐在花轿里，也有迎亲人抬着各类家具的，还有人骑在马上走在迎亲队伍里，总计有49人，他们神态各异，经初步测量，迎亲图花帕长60厘米，宽30厘米。　　据旷宗义称，1952年思南县城一干部到该县一偏远土家山寨走亲戚，吃饭时看到其亲戚竟拿着这张刺绣迎亲图花帕抹桌子，该干部觉得有些可惜，就到集镇上买来3张抹桌布，将这张刺绣迎亲图花帕换走，并一直保存至今。日前，热衷于收藏的旷宗义无意间获悉这一信息后，高价收藏了这张十分少见的迎亲图刺绣花帕。 不错
我糊涂了 我是土家族，都是我族谱上我是李世民的后代。。。。。。。。。 过去可以花钱认大姓的族谱
秦治凤 思南花灯戏传承人（国家级） 秦治凤，女，1961年2月生于思南县思唐镇河东村，她能歌善舞，一专多能，尤其擅长花灯戏剧表演，具有深厚的表演功底，国家四级演员，“优秀青年歌手”，“优秀演员”。      秦治凤自幼受外祖母及母亲熏陶，喜爱上民间花灯表演和土家山歌，9岁便随外祖母罗树芝（已故）、母亲李胜芳学习思南土家花灯表演和土家山歌。17岁从思南中学高中部毕业后在邮电局电杆厂工作，由于她对艺术的执著，于1984年考入县民族文工团，师从原县文化馆资深曲艺工作者刘朝生、县文工团业务主任刘友能学习戏曲表演、花灯歌舞、声乐等。自进入县民族文工团工作以后，秦治凤致力钻研业务，逐渐熟练掌握了花灯戏曲的表演、编排技能；声乐方面取得较大进步，在思南县成为民族唱法的佼佼者，具有一定的公认力和较大影响力。她戏剧表演功底逐渐深厚，多次担纲思南县参赛大戏的主角。 天生好歌喉、爱唱爱跳的秦治凤幼年时与母亲跟随在北京从戎的父亲一起生活。在那样板戏的年代，铁梅、阿庆嫂等的许多唱段她都能一一唱来、有模有样。9岁返回家乡后，当时的河东公社有个宣传队，队里有个姓晏的长辈喜欢唱思南花灯和土家山歌。由于文革，她只能悄悄地在四处无人或在山上劳作之时哼唱几句。就是这样的哼唱让秦治凤着了迷，她说道：“我与他们一同上山劳动时，听到晏师傅边劳动边不时哼唱几句土家山歌和花灯调，那优美的唱腔、婉转的旋律深深地感染着我，我就拽着要他教我，他不敢也不同意，但我只要一遇见他就要他教。可能是我的诚意和执著打动了他，一天，当我再次请他教我时，他提出如果我参加他们宣传队去四处演出他就教我。哇，我太高兴了，当时想既能去玩又能学唱山歌，太好了。于是，晏师傅就经常带着我走村串寨去演出、宣传，在演出中时不时教我唱上几句。一次到毗邻印江县的一个村寨的演出经历让我刻骨铭心。那是寒冬即将来临时节的一个深夜，我跟随晏师傅们走了近60里山路到那个村寨表演花灯二人转《梁山伯与祝英台》。在回家的路上，走着走着我就打瞌睡了，一脚踩滑，要不是同行的一位叔叔一把拉住我，我就跌入深山沟啦。这件事深深地打动了晏师傅，从那以后，他也用心地教起我来。比如《土家情歌》‘威威闪，闪威威…’、‘站开就站开，我偏要挨拢来……’等等就是他后来一字一句一个一个动作地教我的。”秦治凤还谈道：“我的外婆和母亲也爱唱土家山歌，外婆经常唱《苦媳妇》，母亲擅唱《哭嫁歌》，每当她们闲唱时我就悄悄地低声跟着哼。土家山歌的装饰音非常独特，有别于苗歌，极悠扬又极随意，记谱都无法完整、标准地记录下来。我就仔细地琢磨，去意会其唱腔和唱法，从‘神’上去把握，这个办法对我后来传授学员起到了很好的作用。”
土家族歌手——野马 NA 野马：原名许艺舟，思南县许家坝镇人。巍峨的大山，清淳的山泉、孕育了他得天独厚的音乐天赋。他的主要作品有：《土家汉子》、《山妹子》、《梵净山》等。这些作品在贵州、广东、湖南、湖北演唱后，震惊中国歌坛。被誉为“中国土族歌王”。野马是目前中国唯一用歌声在全国宣传梵净山和传播土家文化的职业歌手。
本人汉族，56民族贴吧只关注了本吧 本吧挺和谐友好。对于民族话题讨论我也看了。不错。 土家族和汉族文化交流融合的程度很深，大家明朝时还一起干过鞑子。再说，湘西土家族地区百年匪患是汉族同胞清除的，大家心里都是很感激。
我特意进本吧问一个问题，各位请点进来看看详情 是这样的，在我宿舍有个土家族的，睡觉时会出现说梦话敲东西或者出现梦游的情况。TA和我说是什么土家族睡觉时会中邪，我第一肯定是不信的，但是又听我另一个同学说TA有个土家族的同学睡觉时也是差不多这样。所以特意进本吧问下各位土家族的朋友，是不是真的有中邪一说？ 听他继续吹，这是他自己的恶习，和任何土家族沾不上边，对于那些要梦游的室友，奉劝你能搬就搬吧
【图说家乡】就想介绍我的家乡给你们 额，第一次发帖！也是有点小激动的我的家乡，可能土家文化已不是那么明显，但只要我们愿意细心发现，还是会有许多蛛丝马迹待我们去挖掘，我只想趁他们还没流失殆尽之前记录下来，有更多人去发掘我们的文化是最好的啦哎呀，楼主，也是不会说话的，就直接上图了，欢迎各位吐槽一楼不给图可好？ 图片来自：happygirl12530的百度相册图片来自：happygirl12530的百度相册图片来自：happygirl12530的百度相册图片来自：happygirl12530的百度相册
土司制度流变、遗存及保护利用探析 ——以黔东田氏土司为个案    作者：敖以深      以乌江中下游和梵净山为中心的黔东地区，受荆楚文化和巴蜀文化影响较早，人杰地灵，经济文化较为发达。明代以前，黔东地区经济社会发展水平已“比于内郡”，“冠于全省矣”。谚语日：“思播田杨、两广岑黄”，点明了思州田氏土司在全国土司中的地位。明永乐十一年(1413年)，思南、思州两宣慰司“改土归流”的成功运作，使这片土地再次成为全国关注的焦点，两宣慰使的废除和流官的派遣，开了中国“改土归流”的先河，加速了建立贵州行省的步伐，是贵州建省的助推器。本文试以黔东田氏土司为个案，对土司制度的流变、遗存及思南、思州“改土归流”的史学价值进行探析，并就其保护利用提出一管之见。 一、黔东田氏土司的流变     (一)土司及土司制度概述。“土司”一词，较早见于《明史》列传，相关地方志书也有专门记载。司者，官职官守之称谓。土司者，即以土著之人分封官职官守也。当土司分封逐渐演变为地方政权的存在形式时，即就形成为土司制度。土司制度是在中央集权高度发展的政治形势下产生的，封建领主制是其赖以存在的经济基础，它溯源于羁縻之制，是我国封建中央王朝推行于民族边隅地区的政策措施和统治形式。土司制度兴起于元代，随着封建中央集权的强化和对边境民族地区统治的深入，元代在总结秦汉以来至唐宋时期羁縻政策的基础上，建立了土司制度，但粗疏草创极不完备。明代“踵元故事，大为恢拓”，将土司分类管理，确定鬼才衔品，对土司的授职和承袭，升迁与惩罚，贡赋与朝觐，土兵与征调等等，都有明确规定，使土司制度更加规范，并完全纳入封建中央王朝统一的职官组织系统之内，听命于明王朝。清代是土司制度走向衰微的时期。特别在清朝大规模“改土归流”以后，土司势力大为减弱，形式上虽然为土司统治，实际上是在各种流官机构的管辖统治之下。但是土司的残余势力一直延续到新中国成立初期。
我是土家族 我是土家族 我们都是
请大家帮忙！为了我们毕兹卡的荣光！请帮助土家刀重出于世计划 我是土家族吧小吧主信念。一直负责土家族的武学项目。现在土家族吧有一个实质性的计划。希望大家能帮忙。放心，不是捐款。所以不用但心我是骗子。我们恳请大家提供的是照片和描述以及线索。      土家刀是我们毕兹卡的伟大瑰宝。更是荣光。可是现在，如果说达哈（土家族的徒手拳术）的情况还多少好一些，我们宝贵的土家刀已经非常濒危了。那是几千年来我们的祖先：勇敢的土家族战士们的伙伴。      如果我们，网络上的土家族人让土家刀重出于世。那是意义非凡的。无比荣光！试问这么多民族吧中。那个似我们土家族吧这样不仅有讨论，还有那么多实质性的非凡成果。这次的土家刀重出于世计划，我认为无疑是非常牛逼的一个！！！！！意义非凡。因为我们的瑰宝可以重出于世了。      现在，我们这边有一个叫做阿巴坂的土家族年轻习武者，他会打刀锻钢，他非常希望能把我们毕兹卡的土家刀重新做出来。 这名会打刀的土家青年人，只要我们能搜集到信息，土家刀就能重出于世。
一位96岁的老人走了，昨天看了撒尔荷 一位96岁的老人走了，昨天看了撒尔荷，不知道其他地方有没有这样的习俗 NA
小吃 土家麻糖是一种纯手工制作食品，在我乡境内几乎家家户户会做麻糖，人人都喜欢吃麻糖。土家麻糖的制作原材料简单，但类别较多，有以红薯为原料的苕糖，有以玉米为原料的玉米糖，有以土豆粉为原料的粉糖，有以大米为原料的米糖，尽管制作原材料有别，但它们有一个共同的名字“麻糖”。在过去生活条件艰苦的年代，多用红薯、玉米原原料做麻糖；现在随着生活水平的提高多用大米、土豆粉作原材料；以红薯、玉米为原材料做出的麻糖，颜色深黄；而以大米、土豆粉为原材料做出的麻糖，颜色呈浅白或乳白色之间。之所以叫麻糖，与其制作为成品手外形有关，做好的麻糖外形有众多蜂窝状小点点，故为“麻糖”。麻糖的制作工艺比较复杂。第一步是生麦芽，在准备做麻糖时，将麦芽生好。第二步是煮糊，就是水烧开后，将玉米面粉或其他原材料倒入大锅中，用棍搅拌，煮成糊状。第三步是寻糖（即发酵），待面糊煮熟后，加入适量冷水，将打碎的麦芽浆兑入面糊中，寻（发酵增加糖份）2个小时左右。第四步是吊包（即过滤），将“寻”过的面糊用水烧开，待冷却后，用细布吊包过滤。第五步是熬糖。将过滤后含糖分的水，放入锅中煎熬，直到用锅铲盛起来时成片状，或用2根张开的筷子放入锅中，将熬制的稠状液提起来，用嘴一吹看是否脆断。第六步是扯糖。经过再次冷却后，将糖把（约1尺长的木桩）绑在约一人高处，进行扯糖，所谓“扯糖”，就是将经过煎熬粘稠成片状的糖，按顺时针方向在糖把上缠绕，不停地反复扯或拉约1个小时，经过扯拉后糖变得劲道、成型。将成型的糖块放在炒熟的玉米面中，将其覆盖（防融化），需要食用时，用小木锤敲击大糖块，脆断的小糖块即可方便食用，其味甜、香浓。 麻糖好吃，可是很难做
喜欢土家族 交友.微信wang1379961364 NA
味儿 一件衣服两个味道 NA
松滋市卸甲坪士家族乡 NA 荆州的？
族人们，你们认为土家族的发源地到底在哪 我是长阳的，都说长阳是土家族的发源地，还有什么历史地质等科学也说是，但其他地方也说是，而我也发觉有些地方的土家族都有些差异，比如服饰，语言等等。                                如果说长阳是土家族的发源地，请容我大胆推测下:长阳是巴人的发源地，廪君后来率部建立了古代巴国，并随着巴国地域的扩展，人口的增加，巴人的活动范围增加，在巴国被灭时，大部分族人流亡到各地定居下来，再加上历史上的几次民族融合，和什么改土归流等人口迁徙，土家族在结合当地的一些情况，成为了现在不同地方的土家族有些差异的情况。。。。。。不知道我推测的对吗？有问题就喷吧 @冬夜祭雨    求解答
我怀疑这个村名是不是一个误会 rt，村名叫打洞溪，恰好我们本地方言“往这里去”念起来就是 “打洞提”，会不会当年外人问路，有个小村怎么走啊，然后那人给他一指，告诉他：“打洞提（往这去）”于是这个外人就恍然大悟，原来这村叫 打洞溪 啊原贴在这里http://tieba.baidu.com/p/3959749804?share=9105&fr=share 法兰西总统，名叫萨科齐，恰好我们土家语（不是本地方言）“鸡冠子”念起来就是 “萨霩齐”，会不会老外名字看起来很洋气（很多中国人有些都有这样的名字以表示不土），而其实土的掉渣呢，于是这个人就恍然大悟，原来这孙叫“萨霩齐”啊；同理，美利坚总统奥巴马在土语中是“牧童”的意思，而且发音基本差不多~~最后，对歪曲土家语的所有人事一笑而过
今天家里最后一块腊肉吃完了 特意留的蜡排骨，还有一坨血粑粑吃完又要等明年了啊 超市里买，唐人神的也还行
转贴:《撒落在织机上的母爱》 撒落在织机上的母爱-lvguan3512来自：lvguan3512.lofter.com/post/1cf7d1f7_a033e2d 没事带领全家人做飞机上天看看
学土家话 有没有学土家话的课本 肯定是有的
美丽的地方，有许多 NA NA
中国人口数排名前十的少数民族！！！ NA NA
